id,name,known_name,gender,birth_date,birth_city,birth_country,death_date,death_city,death_country,prize_number,year,category,share,motivation,prize_amount,prize_amount_adjusted,sort_order
717,Robert C. Merton,Robert C. Merton,male,1944-07-31,"New York, NY",USA,,,,1,1997,Economic Sciences,,for a new method to determine the value of derivatives,7500000,12105174,1
151,Robert C. Richardson,Robert C. Richardson,male,1937-06-26,"Washington, D.C.",USA,2013-02-19,"Ithaca, NY",USA,1,1996,Physics,,for their discovery of superfluidity in helium-3,7400000,12000958,3
502,"Edgar Algernon Robert Gascoyne-Cecil, 1st Viscount Cecil of Chelwood","Robert Cecil, Viscount Cecil of Chelwood",male,1864-09-14,London,United Kingdom,1958-11-24,Tunbridge Wells,United Kingdom,1,1937,Peace,,"for his tireless effort in support of the League of Nations, disarmament and peace",158463,5963742,1
714,Robert E. Lucas Jr.,Robert E. Lucas Jr.,male,1937-09-15,"Yakima, WA",USA,2023-05-15,"Chicago, IL",USA,1,1995,Economic Sciences,,"for having developed and applied the hypothesis of rational expectations, and thereby having transformed macroeconomic analysis and deepened our understanding of economic policy",7200000,11732784,1
284,Robert F. Curl Jr.,Robert F. Curl Jr.,male,1933-08-23,"Alice, TX",USA,2022-07-03,"Houston, TX",USA,1,1996,Chemistry,,for their discovery of fullerenes,7400000,12000958,1
771,Robert F. Engle III,Robert F. Engle III,male,1942-11-10,"Syracuse, NY",USA,,,,1,2003,Economic Sciences,,for methods of analyzing economic time series with time-varying volatility (ARCH),10000000,14930730,1
458,Robert F. Furchgott,Robert F. Furchgott,male,1916-06-04,"Charleston, SC",USA,2009-05-19,"Seattle, WA",USA,1,1998,Physiology or Medicine,,for their discoveries concerning nitric oxide as a signalling molecule in the cardiovascular system,7600000,12283299,1
848,Robert G. Edwards,Robert G. Edwards,male,1925-09-27,Batley,United Kingdom,2013-04-10,Cambridge,United Kingdom,1,2010,Physiology or Medicine,,for the development of in vitro fertilization,10000000,13681477,1
795,Robert H. Grubbs,Robert H. Grubbs,male,1942-02-27,"Possum Trot, KY",USA,2021-12-19,"Duarte, CA",USA,1,2005,Chemistry,,for the development of the metathesis method in organic synthesis,10000000,14809494,2
75,Robert Hofstadter,Robert Hofstadter,male,1915-02-05,"New York, NY",USA,1990-11-17,"Stanford, CA",USA,1,1961,Physics,,for his pioneering studies of electron scattering in atomic nuclei and for his thereby achieved discoveries concerning the structure of the nucleons,250233,3639892,1
271,Robert Huber,Robert Huber,male,1937-02-20,Munich,Germany,,,,1,1988,Chemistry,,for the determination of the three-dimensional structure of a photosynthetic reaction centre,2500000,5874628,2
799,Robert J. Aumann,Robert J. Aumann,male,1930-06-08,Frankfurt-on-the-Main,Germany,,,,1,2005,Economic Sciences,,for having enhanced our understanding of conflict and cooperation through game-theory analysis,10000000,14809494,1
878,Robert J. Lefkowitz,Robert J. Lefkowitz,male,1943-04-15,"New York, NY",USA,,,,1,2012,Chemistry,,for studies of G-protein-coupled receptors,8000000,10573021,1
896,Robert J. Shiller,Robert J. Shiller,male,1946-03-29,"Detroit, MI",USA,,,,1,2013,Economic Sciences,,for their empirical analysis of asset prices,8000000,10578918,3
297,Robert Koch,Robert Koch,male,1843-12-11,Clausthal,Germany,1910-05-27,Baden-Baden,Germany,1,1905,Physiology or Medicine,,for his investigations and discoveries in relation to tuberculosis,138089,9629677,1
701,Robert M. Solow,Robert M. Solow,male,1924-08-23,"Brooklyn, NY",USA,2023-12-21,"Lexington, MA",USA,1,1987,Economic Sciences,,for his contributions to the theory of economic growth,2175000,5405582,1
720,Robert A. Mundell,Robert Mundell,male,1932-10-24,"Kingston, ON",Canada,2021-04-04,Siena,Italy,1,1999,Economic Sciences,,for his analysis of monetary and fiscal policy under different exchange rate regimes and his analysis of optimum currency areas,7900000,12707531,1
232,Robert S. Mulliken,Robert S. Mulliken,male,1896-06-07,"Newburyport, MA",USA,1986-10-31,"Arlington, VA",USA,1,1966,Chemistry,,for his fundamental work concerning chemical bonds and the electronic structure of molecules by the molecular orbital method,300000,3521287,1
96,John Robert Schrieffer,Robert Schrieffer,male,1931-05-31,"Oak Park, IL",USA,2019-07-27,"Tallahassee, FL",USA,1,1972,Physics,,"for their jointly developed theory of superconductivity, usually called the BCS-theory",480000,4230781,3
709,Robert W. Fogel,Robert W. Fogel,male,1927-07-01,"New York, NY",USA,2013-06-11,"Oak Lawn, IL",USA,1,1993,Economic Sciences,,for having renewed research in economic history by applying economic theory and quantitative methods in order to explain economic and institutional change,6700000,11436789,1
388,Robert W. Holley,Robert W. Holley,male,1922-01-28,"Urbana, IL",USA,1993-02-11,"Los Gatos, CA",USA,1,1968,Physiology or Medicine,,for their interpretation of the genetic code and its function in protein synthesis,350000,3859767,1
112,Robert Woodrow Wilson,Robert Woodrow Wilson,male,1936-01-10,"Houston, TX",USA,,,,1,1978,Physics,,for their discovery of cosmic microwave background radiation,725000,3665192,3
770,Roderick MacKinnon,Roderick MacKinnon,male,1956-02-19,"Burlington, MA",USA,,,,1,2003,Chemistry,,for structural and mechanistic studies of ion channels,10000000,14930730,2
399,Rodney R. Porter,Rodney R. Porter,male,1917-10-08,Newton-le-Willows,United Kingdom,1985-09-06,Winchester,United Kingdom,1,1972,Physiology or Medicine,,for their discoveries concerning the chemical structure of antibodies,480000,4230781,2
822,Roger B. Myerson,Roger B. Myerson,male,1951-03-29,"Boston, MA",USA,,,,1,2007,Economic Sciences,,for having laid the foundations of mechanism design theory,10000000,14291742,3
806,Roger D. Kornberg,Roger D. Kornberg,male,1947-04-24,"St. Louis, MO",USA,,,,1,2006,Chemistry,,for his studies of the molecular basis of eukaryotic transcription,10000000,14608749,1
411,Roger Guillemin,Roger Guillemin,male,1924-01-11,Dijon,France,2024-02-21,"Del Mar, CA",USA,1,1977,Physiology or Medicine,,for their discoveries concerning the peptide hormone production of the brain,700000,3896009,1
609,Roger Martin du Gard,Roger Martin du Gard,male,1881-03-23,Neuilly-sur-Seine,France,1958-08-22,Bellême,France,1,1937,Literature,,for the artistic power and truth with which he has depicted human conflict as well as some fundamental aspects of contemporary life in his novel-cycle <I>Les Thibault</I>,158463,5963742,1
988,Roger Penrose,Roger Penrose,male,1931-08-08,Colchester,United Kingdom,,,,1,2020,Physics,,for the discovery that black hole formation is a robust prediction of the general theory of relativity,10000000,12361835,1
422,Roger W. Sperry,Roger W. Sperry,male,1913-08-20,"Hartford, CT",USA,1994-04-17,"Pasadena, CA",USA,1,1981,Physiology or Medicine,,for his discoveries concerning the functional specialization of the cerebral hemispheres,1000000,3704688,1
831,Roger Y. Tsien,Roger Y. Tsien,male,1952-02-01,"New York, NY",USA,2016-08-24,"Eugene, OR",USA,1,2008,Chemistry,,"for the discovery and development of the green fluorescent protein, GFP",10000000,13817016,3
456,Rolf M. Zinkernagel,Rolf M. Zinkernagel,male,1944-01-06,Basel,Switzerland,,,,1,1996,Physiology or Medicine,,for their discoveries concerning the specificity of the cell mediated immune defence,7400000,12000958,2
584,Romain Rolland,Romain Rolland,male,1866-01-29,Clamecy,France,1944-12-30,Vézelay,France,1,1915,Literature,,as a tribute to the lofty idealism of his literary production and to the sympathy and love of truth with which he has described different types of human beings,149223,7862394,1
234,Ronald George Wreyford Norrish,Ronald G.W. Norrish,male,1897-11-09,Cambridge,United Kingdom,1978-06-07,Cambridge,United Kingdom,1,1967,Chemistry,,"for their studies of extremely fast chemical reactions, effected by disturbing the equilibrium by means of very short pulses of energy",320000,3595829,2
707,Ronald H. Coase,Ronald H. Coase,male,1910-12-29,Willesden,United Kingdom,2013-09-02,"Chicago, IL",USA,1,1991,Economic Sciences,,for his discovery and clarification of the significance of transaction costs and property rights for the institutional structure and functioning of the economy,6000000,10968389,1
294,Ronald Ross,Ronald Ross,male,1857-05-13,Almora,India,1932-09-16,Putney Heath,United Kingdom,1,1902,Physiology or Medicine,,"for his work on malaria, by which he has shown how it enters the organism and thereby has laid the foundation for successful research on this disease and methods of combating it",141847,10191492,1
413,Rosalyn Yalow,Rosalyn Yalow,female,1921-07-19,"New York, NY",USA,2011-05-30,"New York, NY",USA,1,1977,Physiology or Medicine,,for the development of radioimmunoassays of peptide hormones,700000,3896009,3
791,Roy J. Glauber,Roy J. Glauber,male,1925-09-01,"New York, NY",USA,2018-12-26,"Newton, MA",USA,1,2005,Physics,,for his contribution to the quantum theory of optical coherence,10000000,14809494,1
578,Rudolf Christoph Eucken,Rudolf Eucken,male,1846-01-05,Aurich,East Friesland,1926-09-14,Jena,Germany,1,1908,Literature,,"in recognition of his earnest search for truth, his penetrating power of thought, his wide range of vision, and the warmth and strength in presentation with which in his numerous works he has vindicated and developed an idealistic philosophy of life",139800,8958535,1
76,Rudolf Ludwig Mössbauer,Rudolf Mössbauer,male,1929-01-31,Munich,Germany,2011-09-14,,,1,1961,Physics,,for his researches concerning the resonance absorption of gamma radiation and his discovery in this connection of the effect which bears his name,250233,3639892,2
277,Rudolph A. Marcus,Rudolph A. Marcus,male,1923-07-21,Montreal,Canada,,,,1,1992,Chemistry,,for his contributions to the theory of electron transfer reactions in chemical systems,6500000,11613791,1
577,Rudyard Kipling,Rudyard Kipling,male,1865-12-30,Bombay,British India,1936-01-18,London,United Kingdom,1,1907,Literature,,"in consideration of the power of observation, originality of imagination, virility of ideas and remarkable talent for narration which characterize the creations of this world-famous author",138796,8894198,1
143,Russell A. Hulse,Russell A. Hulse,male,1950-11-28,"New York, NY",USA,,,,1,1993,Physics,,"for the discovery of a new type of pulsar, a discovery that has opened up new possibilities for the study of gravitation",6700000,11436789,1
742,Ryoji Noyori,Ryoji Noyori,male,1938-09-03,Kobe,Japan,,,,1,2001,Chemistry,,for their work on chirally catalysed hydrogenation reactions,10000000,15547541,2
631,Saint-John Perse,Saint-John Perse,male,1887-05-31,Pointe-à-Pitre,"Guadeloupe, France",1975-09-20,Presqu'île-de-Giens,France,1,1960,Literature,,for the soaring flight and the evocative imagery of his poetry which in a visionary fashion reflects the conditions of our time,225987,3369907,1
393,Salvador E. Luria,Salvador E. Luria,male,1912-08-13,Turin,Italy,1991-02-06,"Lexington, MA",USA,1,1969,Physiology or Medicine,,for their discoveries concerning the replication mechanism and the genetic structure of viruses,375000,4023190,3
630,Salvatore Quasimodo,Salvatore Quasimodo,male,1901-08-20,Modica,Italy,1968-06-14,Naples,Italy,1,1959,Literature,,"for his lyrical poetry, which with classical fire expresses the tragic experience of life in our own times",220678,3419788,1
643,Samuel Beckett,Samuel Beckett,male,1906-04-13,Dublin,Ireland,1989-12-22,Paris,France,1,1969,Literature,,"for his writing, which - in new forms for the novel and drama - in the destitution of modern man acquires its elevation",375000,4023190,1
106,Samuel Chao Chung Ting,Samuel C.C. Ting,male,1936-01-27,"Ann Arbor, MI",USA,,,,1,1976,Physics,,for their pioneering work in the discovery of a heavy elementary particle of a new kind,681000,4226835,2
299,Santiago Ramón y Cajal,Santiago Ramón y Cajal,male,1852-05-01,Petilla de Aragón,Spain,1934-10-17,Madrid,Spain,1,1906,Physiology or Medicine,,in recognition of their work on the structure of the nervous system,138536,9384824,2
917,Satoshi Ōmura,Satoshi Ōmura,male,1935-07-12,Yamanashi Prefecture,Japan,,,,1,2015,Physiology or Medicine,,for their discoveries concerning a novel therapy against infections caused by roundworm parasites,8000000,10602571,2
652,Saul Bellow,Saul Bellow,male,1915-06-10,"Lachine, Quebec",Canada,2005-04-05,"Brookline, MA",USA,1,1976,Literature,,for the human understanding and subtle analysis of contemporary culture that are combined in his work,681000,4226835,1
864,Saul Perlmutter,Saul Perlmutter,male,1959-00-00,"Champaign-Urbana, IL",USA,,,,1,2011,Physics,,for the discovery of the accelerating expansion of the Universe through observations of distant supernovae,10000000,13335208,1
672,Seamus Heaney,Seamus Heaney,male,1939-04-13,Casteldàwson,Northern Ireland,2013-08-30,Dublin,Ireland,1,1995,Literature,,"for works of lyrical beauty and ethical depth, which exalt everyday miracles and the living past",7200000,11732784,1
532,Seán MacBride,Seán MacBride,male,1904-01-26,Paris,France,1988-01-15,Dublin,Ireland,1,1974,Peace,,for his efforts to secure and develop human rights throughout the world,550000,4126741,1
579,Selma Ottilia Lovisa Lagerlöf,Selma Lagerlöf,female,1858-11-20,Mårbacka,Sweden,1940-03-16,Mårbacka,Sweden,1,1909,Literature,,"in appreciation of the lofty idealism, vivid imagination and spiritual perception that characterize her writings",139800,8958535,1
353,Selman Abraham Waksman,Selman A. Waksman,male,1888-07-22,Priluka,Russian Empire,1973-08-16,"Hyannis, MA",USA,1,1952,Physiology or Medicine,,"for his discovery of streptomycin, the first antibiotic effective against tuberculosis",171135,3220326,1
876,Serge Haroche,Serge Haroche,male,1944-09-11,Casablanca,Morocco,,,,1,2012,Physics,,for ground-breaking experimental methods that enable measuring and manipulation of individual quantum systems,8000000,10573021,1
367,Severo Ochoa,Severo Ochoa,male,1905-09-24,Luarca,Spain,1993-11-01,Madrid,Spain,1,1959,Physiology or Medicine,,for their discovery of the mechanisms in the biological synthesis of ribonucleic acid and deoxyribonucleic acid,220678,3419788,1
113,Sheldon Lee Glashow,Sheldon Glashow,male,1932-12-05,"New York, NY",USA,,,,1,1979,Physics,,"for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles, including, inter alia, the prediction of the weak neutral current",800000,3778486,1
558,Shimon Peres,Shimon Peres,male,1923-08-16,Vishneva,Poland,2016-09-28,Tel Aviv,Israel,1,1994,Peace,,for their efforts to create peace in the Middle East,7000000,11696265,2
1049,Shimon Sakaguchi,Shimon Sakaguchi,male,1951-01-19,"Nagahama, Shiga",Japan,,,,1,2025,Physiology or Medicine,,for their discoveries concerning peripheral immune tolerance,11000000,11000000,3
875,Shinya Yamanaka,Shinya Yamanaka,male,1962-09-04,Osaka,Japan,,,,1,2012,Physiology or Medicine,,for the discovery that mature cells can be reprogrammed to become pluripotent,8000000,10573021,2
773,Shirin Ebadi,Shirin Ebadi,female,1947-06-21,Hamadan,Iran,,,,1,2003,Peace,,for her efforts for democracy and human rights. She has focused especially on the struggle for the rights of women and children,10000000,14930730,1
639,Shmuel Yosef Agnon,Shmuel Agnon,male,1888-07-17,Buczacz,Austria-Hungary,1970-02-17,Rehovot,Israel,1,1966,Literature,,for his profoundly characteristic narrative art with motifs from the life of the Jewish people,300000,3521287,1
908,Shuji Nakamura,Shuji Nakamura,male,1954-05-22,Ikata,Japan,,,,1,2014,Physics,,for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources,8000000,10596648,3
273,Sidney Altman,Sidney Altman,male,1939-05-07,Montreal,Canada,2022-04-05,"Rockleigh, NJ",USA,1,1989,Chemistry,,for their discovery of catalytic properties of RNA,3000000,6629077,1
601,Sigrid Undset,Sigrid Undset,female,1882-05-20,Kalundborg,Denmark,1949-06-10,Lillehammer,Norway,1,1928,Literature,,principally for her powerful descriptions of Northern life during the Middle Ages,156939,5637915,1
1045,Simon Henry Roberts Johnson,Simon Johnson,male,1963-00-00,Sheffield,United Kingdom,,,,1,2024,Economic Sciences,,for studies of how institutions are formed and affect prosperity,11000000,11000000,2
680,Simon Kuznets,Simon Kuznets,male,1901-04-30,Pinsk,Russian Empire,1985-07-08,"Cambridge, MA",USA,1,1971,Economic Sciences,,for his empirically founded interpretation of economic growth which has led to new and deepened insight into the economic and social structure and process of development,450000,4200591,1
125,Simon van der Meer,Simon van der Meer,male,1925-11-24,the Hague,the Netherlands,2011-03-04,Geneva,Switzerland,1,1984,Physics,,"for their decisive contributions to the large project, which led to the discovery of the field particles W and Z, communicators of weak interaction",1650000,4782579,2
84,Sin-Itiro Tomonaga,Sin-Itiro Tomonaga,male,1906-03-31,Kyoto,Japan,1979-07-08,Tokyo,Japan,1,1965,Physics,,"for their fundamental work in quantum electrodynamics, with deep-ploughing consequences for the physics of elementary particles",282000,3519063,1
603,Sinclair Lewis,Sinclair Lewis,male,1885-02-07,"Sauk Centre, MN",USA,1951-01-10,Rome,Italy,1,1930,Literature,,"for his vigorous and graphic art of description and his ability to create, with wit and humour, new types of characters",172947,6407146,1
339,Sir Alexander Fleming,Sir Alexander Fleming,male,1881-08-06,Lochfield,Scotland,1955-03-11,London,United Kingdom,1,1945,Physiology or Medicine,,for the discovery of penicillin and its curative effect in various infectious diseases,121333,3161325,1
693,Sir Arthur Lewis,Sir Arthur Lewis,male,1915-01-23,Castries,British West Indies,1991-06-15,Bridgetown,Barbados,1,1979,Economic Sciences,,for their pioneering research into economic development research with particular consideration of the problems of developing countries,800000,3778486,2
488,Sir Austen Chamberlain,Sir Austen Chamberlain,male,1863-10-16,Birmingham,United Kingdom,1937-03-16,London,United Kingdom,1,1925,Peace,,for his crucial role in bringing about the Locarno Treaty,118165,4060423,1
394,Sir Bernard Katz,Sir Bernard Katz,male,1911-03-26,Leipzig,Germany,2003-04-20,London,United Kingdom,1,1970,Physiology or Medicine,,"for their discoveries concerning the humoral transmitters in the nerve terminals and the mechanism for their storage, release and inactivation",400000,4018644,1
37,Sir Chandrasekhara Venkata Raman,Sir Chandrasekhara Venkata Raman,male,1888-11-07,Tiruchirappalli,India,1970-11-21,Bangalore,India,1,1930,Physics,,for his work on the scattering of light and for the discovery of the effect named after him,172947,6407146,1
323,Sir Charles Scott Sherrington,Sir Charles Sherrington,male,1857-11-27,London,United Kingdom,1952-03-04,Eastbourne,United Kingdom,1,1932,Physiology or Medicine,,for their discoveries regarding the functions of neurons,171753,6675842,1
219,Sir Cyril Norman Hinshelwood,Sir Cyril Hinshelwood,male,1897-05-19,London,United Kingdom,1967-10-09,London,United Kingdom,1,1956,Chemistry,,for their researches into the mechanism of chemical reactions,200123,3413609,1
369,Sir Frank Macfarlane Burnet,Sir Frank Macfarlane Burnet,male,1899-09-03,Traralgon,Australia,1985-08-31,Melbourne,Australia,1,1960,Physiology or Medicine,,for discovery of acquired immunological tolerance,225987,3369907,1
320,Sir Frederick Gowland Hopkins,Sir Frederick Hopkins,male,1861-06-20,Eastbourne,United Kingdom,1947-05-16,Cambridge,United Kingdom,1,1929,Physiology or Medicine,,for his discovery of the growth-stimulating vitamins,172760,6206272,2
965,Sir Gregory P. Winter,Sir Gregory P. Winter,male,1951-04-14,Leicester,United Kingdom,,,,1,2018,Chemistry,,for the phage display of peptides and antibodies,9000000,11380800,3
285,Sir Harold W. Kroto,Sir Harold Kroto,male,1939-10-07,"Wisbech, Cambridgeshire ",United Kingdom,2016-04-30,"Lewes, East Sussex",United Kingdom,1,1996,Chemistry,,for their discovery of fullerenes,7400000,12000958,2
330,Sir Henry Hallett Dale,Sir Henry Dale,male,1875-06-09,London,United Kingdom,1968-07-23,Cambridge,United Kingdom,1,1936,Physiology or Medicine,,for their discoveries relating to chemical transmission of nerve impulses,159850,6213186,1
341,Sir Howard Walter Florey,Sir Howard Florey,male,1898-09-24,Adelaide,Australia,1968-02-21,Oxford,United Kingdom,1,1945,Physiology or Medicine,,for the discovery of penicillin and its curative effect in various infectious diseases,121333,3161325,3
932,Sir J. Fraser Stoddart,Sir J. Fraser Stoddart,male,1942-05-24,Edinburgh,United Kingdom,2024-12-30,,,1,2016,Chemistry,,for the design and synthesis of molecular machines,8000000,10496956,2
437,Sir James W. Black,Sir James W. Black,male,1924-06-14,Uddingston,Scotland,2010-03-21,,,1,1988,Physiology or Medicine,,for their discoveries of important principles for drug treatment,2500000,5874628,1
874,Sir John B. Gurdon,Sir John B. Gurdon,male,1933-10-02,Dippenhall,United Kingdom,2025-10-07,,,1,2012,Physiology or Medicine,,for the discovery that mature cells can be reprogrammed to become pluripotent,8000000,10573021,1
375,Sir John Carew Eccles,Sir John Eccles,male,1903-01-27,Melbourne,Australia,1997-05-02,Contra,Switzerland,1,1963,Physiology or Medicine,,for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane,265000,3590371,1
812,Sir Martin J. Evans,Sir Martin J. Evans,male,1941-01-01,Stroud,United Kingdom,,,,1,2007,Physiology or Medicine,,for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells,10000000,14291742,2
108,Sir Nevill Francis Mott,Sir Nevill F. Mott,male,1905-09-30,Leeds,United Kingdom,1996-08-08,Milton Keynes,United Kingdom,1,1977,Physics,,for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems,700000,3896009,2
498,Sir Norman Angell (Ralph Lane),Sir Norman Angell,male,1872-12-26,Holbeach,United Kingdom,1967-10-07,Croydon,United Kingdom,1,1933,Peace,,for having exposed by his pen the illusion of war and presented a convincing plea for international cooperation and peace,170332,6845037,1
737,Sir Paul M. Nurse,Sir Paul Nurse,male,1949-01-25,Norwich,United Kingdom,,,,1,2001,Physiology or Medicine,,for their discoveries of key regulators of the cell cycle,10000000,15547541,3
971,Sir Peter J. Ratcliffe,Sir Peter J. Ratcliffe,male,1954-05-14,Lancashire,United Kingdom,,,,1,2019,Physiology or Medicine,,for their discoveries of how cells sense and adapt to oxygen availability,9000000,11178104,2
765,Sir Peter Mansfield,Sir Peter Mansfield,male,1933-10-09,London,United Kingdom,2017-02-08,,,1,2003,Physiology or Medicine,,for their discoveries concerning magnetic resonance imaging,10000000,14930730,2
207,Sir Robert Robinson,Sir Robert Robinson,male,1886-09-13,"Rufford, near Chesterfield",United Kingdom,1975-02-08,Great Missenden,United Kingdom,1,1947,Chemistry,,"for his investigations on plant products of biological importance, especially the alkaloids",146115,3685518,1
163,Sir William Ramsay,Sir William Ramsay,male,1852-10-02,Glasgow,Scotland,1916-07-23,High Wycombe,United Kingdom,1,1904,Chemistry,,"in recognition of his services in the discovery of the inert gaseous elements in air, and his determination of their place in the periodic system",140859,9822844,1
242,Stanford Moore,Stanford Moore,male,1913-09-04,"Chicago, IL",USA,1982-08-23,"New York, NY",USA,1,1972,Chemistry,,for their contribution to the understanding of the connection between chemical structure and catalytic activity of the active centre of the ribonuclease molecule,480000,4230781,2
457,Stanley B. Prusiner,Stanley B. Prusiner,male,1942-05-28,"Des Moines, IA",USA,,,,1,1997,Physiology or Medicine,,for his discovery of Prions - a new biological principle of infection,7500000,12105174,1
434,Stanley Cohen,Stanley Cohen,male,1922-11-17,"Brooklyn, NY",USA,2020-02-05,"Nashville, TN",USA,1,1986,Physiology or Medicine,,for their discoveries of growth factors,2000000,5182514,1
910,Stefan W. Hell,Stefan W. Hell,male,1962-12-23,Arad,Romania,,,,1,2014,Chemistry,,for the development of super-resolved fluorescence microscopy,8000000,10596648,2
152,Steven Chu,Steven Chu,male,1948-02-28,"St. Louis, MO",USA,,,,1,1997,Physics,,for development of methods to cool and trap atoms with laser light,7500000,12105174,1
115,Steven Weinberg,Steven Weinberg,male,1933-05-03,"New York, NY",USA,2021-07-23,"Austin, TX",USA,1,1979,Physics,,"for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles, including, inter alia, the prediction of the weak neutral current",800000,3778486,3
122,Subrahmanyan Chandrasekhar,Subrahmanyan Chandrasekhar,male,1910-10-19,Lahore,India,1995-08-21,"Chicago, IL",USA,1,1983,Physics,,for his theoretical studies of the physical processes of importance to the structure and evolution of the stars,1500000,4698151,1
569,Sully Prudhomme,Sully Prudhomme,male,1839-03-16,Paris,France,1907-09-07,Châtenay,France,1,1901,Literature,,"in special recognition of his poetic composition, which gives evidence of lofty idealism, artistic perfection and a rare combination of the qualities of both heart and intellect",150782,10833458,1
425,Sune K. Bergström,Sune K. Bergström,male,1916-01-10,Stockholm,Sweden,2004-08-15,Stockholm,Sweden,1,1982,Physiology or Medicine,,for their discoveries concerning prostaglandins and related biologically active substances,1150000,3923237,1
1053,Susumu Kitagawa,Susumu Kitagawa,male,1951-07-04,Kyoto,Japan,,,,1,2025,Chemistry,,for the development of metal–organic frameworks,11000000,11000000,1
436,Susumu Tonegawa,Susumu Tonegawa,male,1939-09-05,Nagoya,Japan,,,,1,1987,Physiology or Medicine,,for his discovery of the genetic principle for generation of antibody diversity,2175000,5405582,1
162,Svante August Arrhenius,Svante Arrhenius,male,1859-02-19,Vik,Sweden,1927-10-02,Stockholm,Sweden,1,1903,Chemistry,,in recognition of the extraordinary services he has rendered to the advancement of chemistry by his electrolytic theory of dissociation,141358,9857642,1
1011,Svante Pääbo,Svante Pääbo,male,1955-04-20,Stockholm,Sweden,,,,1,2022,Physiology or Medicine,,for his discoveries concerning the genomes of extinct hominins and human evolution,10000000,11162900,1
924,Svetlana Alexievich,Svetlana Alexievich,female,1948-05-31,Ivano-Frankivsk,Ukraine,,,,1,2015,Literature,,"for her polyphonic writings, a monument to suffering and courage in our time",8000000,10602571,1
750,Sydney Brenner,Sydney Brenner,male,1927-01-13,Germiston,South Africa,2019-04-05,,Singapore,1,2002,Physiology or Medicine,,for their discoveries concerning genetic regulation of organ development and programmed cell death,10000000,15218228,1
999,Syukuro Manabe,Syukuro Manabe,male,1931-09-21,"Shingu, Ehime",Japan,,,,1,2021,Physics,,"for the physical modelling of Earth’s climate, quantifying variability and reliably predicting global warming",10000000,12096939,1
619,Thomas Stearns Eliot,T.S. Eliot,male,1888-09-26,"St. Louis, MO",USA,1965-01-04,London,United Kingdom,1,1948,Literature,,"for his outstanding, pioneer contribution to present-day poetry",159773,3865528,1
350,Tadeus Reichstein,Tadeus Reichstein,male,1897-07-20,Wloclawek,Poland,1996-08-01,Basel,Switzerland,1,1950,Physiology or Medicine,,"for their discoveries relating to the hormones of the adrenal cortex, their structure and biological effects",164304,3857077,2
919,Takaaki Kajita,Takaaki Kajita,male,1959-03-09,Higashimatsuyama,Japan,,,,1,2015,Physics,,"for the discovery of neutrino oscillations, which shows that neutrinos have mass",8000000,10602571,1
959,Tasuku Honjo,Tasuku Honjo,male,1942-01-27,Kyoto,Japan,,,,1,2018,Physiology or Medicine,,for their discovery of cancer therapy by inhibition of negative immune regulation,9000000,11380800,2
871,Tawakkol Karman,Tawakkol Karman,female,1979-02-07,Ta'izz,Yemen,,,,1,2011,Peace,,for their non-violent struggle for the safety of women and for women's rights to full participation in peace-building work,10000000,13335208,3
551,The 14th Dalai Lama (Tenzin Gyatso),The 14th Dalai Lama,male,1935-07-06,Taktser,Tibet,,,,1,1989,Peace,,for advocating peaceful solutions based upon tolerance and mutual respect in order to preserve the historical and cultural heritage of his people,3000000,6629077,1
183,The (Theodor) Svedberg,The Svedberg,male,1884-08-30,Fleräng,Sweden,1971-02-25,Örebro,Sweden,1,1926,Chemistry,,for his work on disperse systems,116960,4138987,1
303,Emil Theodor Kocher,Theodor Kocher,male,1841-08-25,Bern,Switzerland,1917-07-27,Bern,Switzerland,1,1909,Physiology or Medicine,,"for his work on the physiology, pathology and surgery of the thyroid gland",139800,8958535,1
571,Christian Matthias Theodor Mommsen,Theodor Mommsen,male,1817-11-30,Garding,Schleswig,1903-11-01,Charlottenburg,Germany,1,1902,Literature,,"the greatest living master of the art of historical writing, with special reference to his monumental work, <I>A history of Rome</I>",141847,10191492,1
793,Theodor W. Hänsch,Theodor W. Hänsch,male,1941-10-30,Heidelberg,Germany,,,,1,2005,Physics,,"for their contributions to the development of laser-based precision spectroscopy, including the optical frequency comb technique",10000000,14809494,3
470,Theodore Roosevelt Jr.,Theodore Roosevelt,male,1858-10-27,"New York, NY",USA,1919-01-06,"Oyster Bay, NY",USA,1,1906,Peace,,"for his role in bringing to an end the bloody war recently waged between two of the world's great powers, Japan and Russia",138536,9384824,1
175,Theodore William Richards,Theodore W. Richards,male,1868-01-31,"Germantown, PA",USA,1928-04-02,"Cambridge, MA",USA,1,1914,Chemistry,,in recognition of his accurate determinations of the atomic weight of a large number of chemical elements,146900,8930767,1
692,Theodore W. Schultz,Theodore W. Schultz,male,1902-04-30,"Arlington, SD",USA,1998-02-26,"Evanston, IL",USA,1,1979,Economic Sciences,,for their pioneering research into economic development research with particular consideration of the problems of developing countries,800000,3778486,1
